pt_min	 pt_max	 N_PR	 eN_PR	 N_NP	 eN_NP	 f	 ef	 mu	 emu	 sigma1	 esigma1	 sigma2	 esigma2	 lambda	 elambda	 chi2	 NDF	 f_NP
25	 27.5	 191060	 166.56	 828408	 1298.71	 0.732551	 0.00535248	 2.72264e-05	 1.05897e-05	 0.0126103	 4.4335e-05	 0.0232318	 0.000129903	 0.360204	 0.000554447	 346.752	 103	 0.172408
27.5	 30	 129592	 138.02	 606201	 1096.87	 0.722317	 0.00626458	 2.46845e-05	 1.25632e-05	 0.0121174	 5.14234e-05	 0.0222501	 0.000135722	 0.359031	 0.000630077	 259.459	 103	 0.183177
30	 32.5	 89463.9	 116.174	 441461	 944.084	 0.726138	 0.00689626	 9.49592e-06	 1.48902e-05	 0.0117428	 5.60739e-05	 0.0217124	 0.00014755	 0.360493	 0.000754465	 205.143	 103	 0.191256
32.5	 35	 62950	 100.516	 324422	 815.451	 0.731344	 0.00805144	 3.70124e-05	 1.76139e-05	 0.0114672	 6.55828e-05	 0.0212273	 0.00016857	 0.362824	 0.000902614	 200.972	 103	 0.197945
35	 37.5	 45081.4	 84.6605	 242602	 709.961	 0.745226	 0.00872778	 2.40692e-05	 2.0534e-05	 0.0112732	 7.1543e-05	 0.0210388	 0.000191399	 0.360365	 0.00104511	 156.111	 103	 0.204738
37.5	 40	 32906.6	 72.6878	 182153	 611.79	 0.774926	 0.0089603	 1.6428e-05	 2.37561e-05	 0.01114	 7.37465e-05	 0.0212451	 0.000231517	 0.363374	 0.00123574	 157.426	 103	 0.209554
40	 42.5	 24278.6	 62.8308	 139428	 530.581	 0.763161	 0.0108684	 5.20046e-05	 2.70871e-05	 0.0108673	 8.58044e-05	 0.0204416	 0.000248628	 0.358395	 0.00137074	 138.101	 103	 0.215325
42.5	 45	 18129.3	 55.8792	 107454	 479.646	 0.774297	 0.0111355	 9.13719e-06	 3.11808e-05	 0.0105792	 9.28326e-05	 0.0204361	 0.000275052	 0.357511	 0.00159929	 135.351	 103	 0.220632
45	 47.5	 13602	 47.5073	 81602.6	 416.319	 0.796731	 0.0126986	 7.80153e-05	 3.58974e-05	 0.0106837	 0.000102551	 0.0206509	 0.000352868	 0.358739	 0.00182176	 116.852	 103	 0.22259
47.5	 50	 10434.9	 42.1881	 63740	 368.934	 0.789076	 0.0134824	 7.52698e-05	 4.03013e-05	 0.0102738	 0.000109309	 0.0200347	 0.000350096	 0.360775	 0.0021102	 127.376	 103	 0.225792
50	 55	 7152.08	 25.3322	 44454.3	 220.908	 0.804778	 0.0109029	 4.41975e-05	 3.39747e-05	 0.010115	 9.12117e-05	 0.0200975	 0.000313124	 0.359638	 0.00177854	 169.228	 103	 0.229015
55	 60	 4328.13	 19.4167	 27841.1	 172.731	 0.805294	 0.0132454	 -2.06195e-06	 4.31587e-05	 0.00989994	 0.000106436	 0.0193873	 0.000352827	 0.354426	 0.00222018	 98.3631	 103	 0.234914
60	 65	 2756.55	 16.0412	 17664.8	 140.489	 0.794703	 0.0160998	 8.03e-05	 5.3013e-05	 0.00939542	 0.000132866	 0.0186176	 0.000389422	 0.359439	 0.00289592	 139.928	 103	 0.234213
65	 70	 1782.98	 13.5513	 11646.4	 117.001	 0.747933	 0.0225658	 9.51529e-05	 6.49493e-05	 0.00873204	 0.000181011	 0.0171673	 0.000402043	 0.353276	 0.00353116	 115.025	 103	 0.236971
70	 75	 1179.66	 10.4557	 7669.22	 94.2506	 0.837221	 0.02049	 5.57194e-05	 7.7246e-05	 0.00907343	 0.000172013	 0.0187321	 0.000669997	 0.356081	 0.00446317	 130.661	 103	 0.236478
75	 80	 782.924	 8.92295	 5070.43	 78.0018	 0.83664	 0.024975	 1.27999e-05	 9.44516e-05	 0.00893982	 0.000209489	 0.0186473	 0.000820924	 0.355799	 0.00543635	 103.633	 103	 0.235704
80	 90	 459.255	 4.89557	 3047.09	 43.415	 0.812522	 0.0260656	 0.000146317	 8.47815e-05	 0.00837073	 0.000205202	 0.0170211	 0.00063269	 0.35244	 0.00500115	 130.283	 103	 0.239561
90	 100	 229.181	 3.39034	 1533.98	 30.7057	 0.847028	 0.0247699	 2.24331e-05	 0.000118438	 0.00827667	 0.00021408	 0.0180215	 0.000862724	 0.339603	 0.0067806	 99.9902	 103	 0.241481
100	 120	 99.2739	 1.6523	 648.755	 14.4631	 0.84064	 0.0352994	 0.000138669	 0.000121409	 0.0078138	 0.000260399	 0.0162662	 0.000998124	 0.324139	 0.0069466	 121.761	 103	 0.236263
