pt_min	 pt_max	 N_PR	 eN_PR	 N_NP	 eN_NP	 f	 ef	 mu	 emu	 sigma1	 esigma1	 sigma2	 esigma2	 lambda	 elambda	 chi2	 NDF	 f_NP
25	 27.5	 191061	 168.906	 828341	 1234.39	 0.732603	 0.00538249	 2.88e-05	 0	 0.0126108	 4.42495e-05	 0.0232339	 0.000130176	 0.360225	 0.000535934	 346.774	 104	 0.172394
27.5	 30	 129594	 142.667	 606076	 1046.82	 0.722427	 0.00628233	 2.88e-05	 0	 0.0121186	 5.14563e-05	 0.0222547	 0.000135922	 0.359083	 0.000626421	 259.564	 104	 0.18314
30	 32.5	 89470.4	 120.124	 441041	 893.775	 0.726528	 0.00694756	 2.88e-05	 0	 0.0117475	 5.74234e-05	 0.0217313	 0.000147913	 0.360735	 0.000744532	 206.778	 104	 0.191077
32.5	 35	 62947.8	 101.837	 324551	 767.658	 0.731221	 0.00808226	 2.88e-05	 0	 0.0114655	 6.56854e-05	 0.0212202	 0.000168501	 0.362722	 0.000865511	 201.186	 104	 0.198023
35	 37.5	 45082.2	 85.9931	 242546	 666.73	 0.745285	 0.00890871	 2.88e-05	 0	 0.0112742	 7.18768e-05	 0.0210427	 0.00019466	 0.360421	 0.00101883	 156.163	 104	 0.204692
37.5	 40	 32908.3	 73.3379	 182043	 580.64	 0.775027	 0.00907481	 2.88e-05	 0	 0.0111422	 7.40816e-05	 0.0212551	 0.000234729	 0.363524	 0.00121294	 157.694	 104	 0.209432
40	 42.5	 24276.2	 64.1294	 139586	 510.222	 0.762992	 0.0109055	 2.88e-05	 0	 0.0108633	 8.67263e-05	 0.0204247	 0.000247098	 0.358125	 0.00135073	 138.81	 104	 0.215558
42.5	 45	 18130.7	 56.1577	 107350	 456.029	 0.77437	 0.0112674	 2.88e-05	 0	 0.0105824	 9.28155e-05	 0.0204492	 0.000278797	 0.357737	 0.0015495	 135.74	 104	 0.220431
45	 47.5	 13598.8	 48.2419	 81798	 396.853	 0.796607	 0.0128083	 2.88e-05	 0	 0.0106763	 0.00010336	 0.0206176	 0.000353354	 0.358174	 0.00178499	 118.71	 104	 0.223099
47.5	 50	 10432.8	 42.9054	 63885.3	 353.668	 0.788991	 0.013507	 2.88e-05	 0	 0.0102669	 0.000110189	 0.0200056	 0.00034838	 0.360236	 0.00206408	 128.688	 104	 0.226278
50	 55	 7151.54	 25.3984	 44487.6	 211.507	 0.804783	 0.0110158	 2.88e-05	 0	 0.010113	 9.11589e-05	 0.0200884	 0.000316182	 0.359461	 0.00175353	 169.432	 104	 0.229178
55	 60	 4328.77	 19.2754	 27799.1	 165.6	 0.805196	 0.0131829	 2.88e-05	 0	 0.00990357	 0.000106074	 0.0194029	 0.000352163	 0.354771	 0.00216459	 98.8718	 104	 0.234581
60	 65	 2755.79	 16.0163	 17709.3	 133.118	 0.794844	 0.0163488	 2.88e-05	 0	 0.00938981	 0.000131436	 0.0185925	 0.000396991	 0.358849	 0.00279617	 140.878	 104	 0.234769
65	 70	 1782.36	 13.4747	 11684.8	 114.223	 0.74818	 0.0220682	 2.88e-05	 0	 0.00872597	 0.000177411	 0.0171384	 0.000389036	 0.352528	 0.00367189	 116.075	 104	 0.237702
70	 75	 1179.59	 10.4936	 7680.12	 88.8058	 0.837272	 0.0209268	 2.88e-05	 0	 0.00906922	 0.000172963	 0.0187177	 0.000675685	 0.35577	 0.0043357	 130.782	 104	 0.236775
75	 80	 783.005	 8.60085	 5066.54	 72.4839	 0.836478	 0.0252856	 2.88e-05	 0	 0.00894058	 0.000211125	 0.018652	 0.000819503	 0.355981	 0.00533056	 103.662	 104	 0.235529
80	 90	 458.845	 4.88728	 3064.5	 41.5891	 0.81367	 0.026616	 2.88e-05	 0	 0.00836565	 0.000208788	 0.0169838	 0.000663187	 0.351117	 0.00483961	 132.212	 104	 0.240875
90	 100	 229.193	 3.31286	 1533.51	 28.7163	 0.846983	 0.0252955	 2.88e-05	 0	 0.00827699	 0.000220394	 0.0180239	 0.000867371	 0.339672	 0.00660884	 99.9932	 104	 0.241409
100	 120	 99.2125	 1.60271	 652.504	 14.0878	 0.841885	 0.0337989	 2.88e-05	 0	 0.00780722	 0.000252507	 0.0162398	 0.000968631	 0.323025	 0.0067517	 122.583	 104	 0.237513
