pt_min	 pt_max	 N_PR	 eN_PR	 N_NP	 eN_NP	 f	 ef	 mu	 emu	 sigma1	 esigma1	 sigma2	 esigma2	 lambda	 elambda	 chi2	 NDF	 f_NP
25	 27.5	 114662	 122.672	 495969	 836.951	 0.75	 0	 3.82e-05	 0	 0.0127109	 1.82609e-05	 0.023738	 3.24228e-05	 0.360516	 0.000688183	 260.845	 105	 0.172113
27.5	 30	 77552.7	 102.768	 361475	 730.047	 0.75	 0	 3.82e-05	 0	 0.0123165	 2.1826e-05	 0.0228786	 3.69307e-05	 0.359719	 0.000811014	 253.827	 105	 0.18273
30	 32.5	 53607.5	 86.8112	 264305	 632.492	 0.75	 0	 3.82e-05	 0	 0.0119001	 2.54616e-05	 0.0222897	 4.18583e-05	 0.360604	 0.000960403	 197.163	 105	 0.191148
32.5	 35	 37937.8	 74.3028	 195731	 553.724	 0.75	 0	 3.82e-05	 0	 0.0115539	 2.96726e-05	 0.0217034	 4.73615e-05	 0.361313	 0.00112801	 165.304	 105	 0.198115
35	 37.5	 27277	 63.4585	 146850	 485.126	 0.75	 0	 3.82e-05	 0	 0.0112977	 3.4338e-05	 0.0212074	 5.41246e-05	 0.359073	 0.0012976	 102.519	 105	 0.204718
37.5	 40	 20090.9	 55.2373	 111457	 428.843	 0.75	 0	 3.82e-05	 0	 0.0109257	 3.89539e-05	 0.0207588	 6.08093e-05	 0.362994	 0.00153016	 109.559	 105	 0.209772
40	 42.5	 14982.6	 48.2253	 86528.9	 383.641	 0.75	 0	 3.82e-05	 0	 0.0107086	 4.46398e-05	 0.0201301	 6.78924e-05	 0.358668	 0.00172078	 116.415	 105	 0.216253
42.5	 45	 11316.1	 42.2459	 67204.7	 345.428	 0.75	 0	 3.82e-05	 0	 0.0103802	 5.04809e-05	 0.0199769	 7.56863e-05	 0.35748	 0.00200724	 119.984	 105	 0.220714
45	 47.5	 8572.86	 36.6865	 52085.6	 305.846	 0.75	 0	 3.82e-05	 0	 0.0103707	 5.75631e-05	 0.0194707	 8.63558e-05	 0.357301	 0.00231294	 112.121	 105	 0.224651
47.5	 50	 6701.91	 33.4832	 41258.6	 275.573	 0.75	 0	 3.82e-05	 0	 0.00996346	 6.398e-05	 0.0191717	 9.39728e-05	 0.360627	 0.00257704	 122.052	 105	 0.227318
50	 55	 4711.13	 20.0804	 29588	 167.152	 0.75	 0	 3.82e-05	 0	 0.00969204	 5.28869e-05	 0.0188939	 7.77835e-05	 0.358824	 0.00214954	 151.148	 105	 0.230767
55	 60	 2949.52	 15.9815	 19232.7	 137.573	 0.75	 0	 3.82e-05	 0	 0.00954171	 6.61123e-05	 0.0183043	 9.50864e-05	 0.355	 0.00265027	 104.984	 105	 0.237145
60	 65	 1942.3	 13.319	 12741.4	 113.141	 0.75	 0	 3.82e-05	 0	 0.00910028	 7.99022e-05	 0.0179908	 0.000113528	 0.359087	 0.00334013	 125.591	 105	 0.238246
65	 70	 1304.05	 11.1863	 8771.09	 95.9229	 0.75	 0	 3.82e-05	 0	 0.00875376	 9.61603e-05	 0.017717	 0.000133629	 0.352153	 0.00396217	 133.755	 105	 0.242371
70	 75	 890.777	 9.28561	 6117.53	 81.0898	 0.75	 0	 3.82e-05	 0	 0.00867989	 0.000115731	 0.0170964	 0.000162963	 0.351277	 0.00477311	 143.623	 105	 0.245784
75	 80	 612.722	 7.58146	 4208.7	 66.5791	 0.75	 0	 3.82e-05	 0	 0.00869934	 0.0001366	 0.016981	 0.000196261	 0.350908	 0.0056985	 122.057	 105	 0.246129
80	 90	 386.233	 4.38819	 2699.44	 38.7759	 0.75	 0	 3.82e-05	 0	 0.00817621	 0.00011734	 0.0165855	 0.000170887	 0.35178	 0.00515832	 126.824	 105	 0.249144
90	 100	 211.249	 3.39146	 1509.62	 30.4416	 0.75	 0	 3.82e-05	 0	 0.0078078	 0.000161683	 0.0166288	 0.000224891	 0.336639	 0.00650881	 130.882	 105	 0.253358
100	 120	 98.1237	 1.63096	 688.561	 14.273	 0.75	 0	 3.82e-05	 0	 0.00779589	 0.000167281	 0.0153871	 0.000221293	 0.33631	 0.00682158	 124.632	 105	 0.249533
