pt_min	 pt_max	 N_PR	 eN_PR	 N_NP	 eN_NP	 f	 ef	 mu	 emu	 sigma1	 esigma1	 sigma2	 esigma2	 lambda	 elambda	 chi2	 NDF	 f_NP
16	 17	 154713	 196.875	 416874	 1158.28	 0.727	 0	 2.7e-05	 0	 0.0173226	 3.52405e-05	 0.0308829	 8.14095e-05	 0.353971	 0.00111234	 214.53	 105	 0.117012
17	 18	 148674	 195.051	 428364	 1166.81	 0.727	 0	 2.7e-05	 0	 0.0169103	 3.52692e-05	 0.0300938	 7.92957e-05	 0.355757	 0.00109427	 213.28	 105	 0.123813
18	 19	 131618	 185.731	 404528	 1127.9	 0.727	 0	 2.7e-05	 0	 0.016579	 3.69933e-05	 0.0294886	 8.08667e-05	 0.355057	 0.0011161	 175.323	 105	 0.130706
19	 20	 112407	 173.708	 366349	 1075.95	 0.727	 0	 2.7e-05	 0	 0.0161772	 3.89956e-05	 0.0288807	 8.2559e-05	 0.355831	 0.00118548	 154.001	 105	 0.137279
20	 22.5	 82757.1	 95.5517	 294189	 613.721	 0.727	 0	 2.7e-05	 0	 0.0156653	 2.7988e-05	 0.0279335	 5.66834e-05	 0.354363	 0.000836661	 256.218	 105	 0.147375
22.5	 25	 52714	 77.9262	 208272	 516.167	 0.727	 0	 2.7e-05	 0	 0.0149451	 3.33801e-05	 0.0267614	 6.35984e-05	 0.35696	 0.000993725	 163.752	 105	 0.16075
25	 27.5	 34509.8	 64.3555	 148197	 441.745	 0.727	 0	 2.7e-05	 0	 0.0143335	 3.96787e-05	 0.0256706	 7.11559e-05	 0.355658	 0.00118071	 154.918	 105	 0.171778
27.5	 30	 23051	 53.4109	 107529	 382.057	 0.727	 0	 2.7e-05	 0	 0.0138501	 4.70336e-05	 0.0246854	 8.0519e-05	 0.353512	 0.00138065	 126.253	 105	 0.183424
30	 32.5	 15943.1	 45.2022	 77900.8	 330.229	 0.727	 0	 2.7e-05	 0	 0.0133167	 5.44342e-05	 0.0240275	 8.93271e-05	 0.356269	 0.00165864	 95.6017	 105	 0.190191
32.5	 35	 11232.6	 38.192	 56656.1	 284.927	 0.727	 0	 2.7e-05	 0	 0.0129255	 6.25348e-05	 0.0234049	 0.000100321	 0.362362	 0.0020204	 98.5166	 105	 0.195175
35	 37.5	 8029.76	 33.2336	 43130.7	 255.442	 0.727	 0	 2.7e-05	 0	 0.0123658	 7.15593e-05	 0.0228996	 0.000109653	 0.355856	 0.00227206	 109.235	 105	 0.2048
37.5	 40	 5865.09	 28.6391	 32579.6	 224.407	 0.727	 0	 2.7e-05	 0	 0.0121325	 8.2662e-05	 0.0221071	 0.000123283	 0.351572	 0.00259549	 137.426	 105	 0.209597
40	 42.5	 4297.88	 24.438	 24688.2	 195.356	 0.727	 0	 2.7e-05	 0	 0.0120747	 9.55761e-05	 0.0213409	 0.00014123	 0.34978	 0.00295069	 136.184	 105	 0.215335
42.5	 45	 3239.97	 21.7106	 19048.7	 175.795	 0.727	 0	 2.7e-05	 0	 0.0115286	 0.0001061	 0.0211205	 0.000153178	 0.352752	 0.0034542	 91.0501	 105	 0.219451
45	 47.5	 2429.23	 18.9575	 14597.3	 155.369	 0.727	 0	 2.7e-05	 0	 0.0113688	 0.000121617	 0.0208641	 0.000173706	 0.352427	 0.00396301	 96.5906	 105	 0.223071
47.5	 50	 1855.35	 16.7671	 11327.1	 137.847	 0.727	 0	 2.7e-05	 0	 0.0111445	 0.000137645	 0.0205255	 0.000191685	 0.355364	 0.00459127	 96.7103	 105	 0.225461
50	 55	 1288.1	 9.96711	 8178.19	 83.7039	 0.727	 0	 2.7e-05	 0	 0.0107814	 0.000112467	 0.0196793	 0.000155236	 0.349575	 0.00374818	 127.777	 105	 0.23233
55	 60	 810.13	 8.03718	 5022.51	 66.4828	 0.727	 0	 2.7e-05	 0	 0.0104123	 0.000141098	 0.0194665	 0.000188763	 0.364937	 0.00521428	 124.885	 105	 0.228227
60	 70	 436.805	 4.29306	 2841.45	 36.334	 0.727	 0	 2.7e-05	 0	 0.00981811	 0.000129223	 0.0184466	 0.000172615	 0.357909	 0.00480743	 102.658	 105	 0.236596
70	 100	 115.594	 1.33264	 769.626	 11.4586	 0.727	 0	 2.7e-05	 0	 0.00916165	 0.000139751	 0.0180422	 0.000191581	 0.351293	 0.00534231	 118.585	 105	 0.240496
