pt_min	 pt_max	 N_PR	 eN_PR	 N_NP	 eN_NP	 f	 ef	 mu	 emu	 sigma1	 esigma1	 sigma2	 esigma2	 lambda	 elambda	 chi2	 NDF	 f_NP
16	 17	 154719	 205.465	 415763	 1697.27	 0.731104	 0.0130962	 6.38609e-05	 2.18801e-05	 0.0173606	 0.000122442	 0.0310435	 0.00045376	 0.354686	 0.00125848	 211.691	 103	 0.116724
17	 18	 148679	 204.847	 428119	 1751.54	 0.727419	 0.0141185	 3.69135e-05	 2.21253e-05	 0.0169142	 0.000127117	 0.0301138	 0.000464491	 0.355919	 0.00127586	 213.077	 103	 0.123741
18	 19	 131652	 196.396	 404968	 1698.89	 0.71913	 0.0159933	 3.30388e-05	 2.35428e-05	 0.0165126	 0.000139445	 0.0292515	 0.000484324	 0.354887	 0.00127797	 174.926	 103	 0.130753
19	 20	 112542	 184.681	 369902	 1524.54	 0.680301	 0.0175809	 -2.0748e-05	 2.49538e-05	 0.0157831	 0.000153819	 0.0275931	 0.000425833	 0.353886	 0.00129753	 143.601	 103	 0.138098
20	 22.5	 82784.9	 102.272	 294829	 931.671	 0.715257	 0.0136107	 2.01632e-05	 1.82331e-05	 0.0155698	 0.000114447	 0.0275942	 0.000377428	 0.353963	 0.000934015	 255.355	 103	 0.147549
22.5	 25	 52704.2	 81.7684	 208106	 746.71	 0.732432	 0.0145937	 2.68409e-05	 2.25365e-05	 0.0149881	 0.000120308	 0.0269159	 0.00042911	 0.357082	 0.00110601	 163.612	 103	 0.160698
25	 27.5	 34545.7	 68.7438	 148945	 599.534	 0.696037	 0.0193001	 2.89243e-06	 2.73229e-05	 0.0140903	 0.000155823	 0.0249106	 0.000434443	 0.354835	 0.00126666	 151.792	 103	 0.172227
27.5	 30	 23062	 56.4061	 108125	 494.121	 0.705563	 0.0215663	 -3.9527e-05	 3.26531e-05	 0.0136828	 0.000171375	 0.0241499	 0.000473605	 0.352434	 0.00145243	 121.529	 103	 0.184162
30	 32.5	 15964.5	 48.0912	 77971.9	 406.424	 0.702308	 0.022471	 6.76444e-05	 3.87317e-05	 0.0131298	 0.000184781	 0.0235023	 0.000477168	 0.356455	 0.00170769	 93.0735	 103	 0.189978
32.5	 35	 11224.5	 40.1802	 56604.5	 350.515	 0.740819	 0.0242887	 1.25086e-05	 4.4939e-05	 0.0130283	 0.000193314	 0.0237273	 0.00061944	 0.362353	 0.002081	 98.0634	 103	 0.195221
35	 37.5	 8038.85	 34.3548	 43139.2	 297.393	 0.710435	 0.0250124	 6.32675e-05	 5.24246e-05	 0.0122391	 0.000208221	 0.0225604	 0.00053527	 0.356118	 0.0023356	 108.269	 103	 0.204542
37.5	 40	 5859.27	 30.0946	 32147.8	 271.681	 0.762394	 0.0301831	 0.000222496	 6.15164e-05	 0.0124223	 0.000243951	 0.0230666	 0.000816924	 0.354102	 0.00274933	 126.328	 103	 0.207494
40	 42.5	 4285.53	 25.3716	 24559.3	 231.35	 0.783877	 0.0364192	 2.25123e-05	 7.03506e-05	 0.0124693	 0.00027047	 0.0226405	 0.00101639	 0.35011	 0.00307715	 133.987	 103	 0.215134
42.5	 45	 3228.27	 22.0746	 19056.2	 205.421	 0.77741	 0.036405	 -9.3288e-05	 7.95788e-05	 0.011882	 0.000284478	 0.0222087	 0.000995509	 0.351745	 0.00356145	 86.8074	 103	 0.22046
45	 47.5	 2423.07	 19.4796	 14479.4	 180.051	 0.775065	 0.0411411	 9.3265e-05	 9.16327e-05	 0.0117264	 0.000320844	 0.0219922	 0.00110944	 0.353443	 0.00417754	 94.8739	 103	 0.222195
47.5	 50	 1850.19	 17.3807	 11319.6	 158.169	 0.766619	 0.0433289	 -4.18798e-05	 0.000104089	 0.0114234	 0.000347956	 0.021329	 0.001056	 0.354806	 0.00475943	 95.4705	 103	 0.226034
50	 55	 1284.38	 10.1443	 8117.11	 92.2784	 0.779206	 0.0343155	 8.80383e-05	 8.61295e-05	 0.0111543	 0.000265165	 0.0207829	 0.000842356	 0.350367	 0.00386834	 125.225	 103	 0.231565
55	 60	 809.534	 8.31781	 4995.92	 73.0213	 0.742173	 0.0427332	 0.000107112	 0.000106575	 0.010534	 0.000343358	 0.0197908	 0.000849336	 0.365901	 0.00532849	 124.211	 103	 0.227365
60	 70	 434.084	 4.31661	 2828.45	 39.5398	 0.808891	 0.031514	 -4.50699e-05	 9.93388e-05	 0.0103743	 0.000257172	 0.0201764	 0.000902566	 0.357341	 0.00492839	 96.8161	 103	 0.237188
70	 100	 114.704	 1.35337	 756.886	 12.3496	 0.817634	 0.0316534	 0.00013943	 0.000109262	 0.00983552	 0.000275666	 0.0202341	 0.00103602	 0.352796	 0.00550209	 111.104	 103	 0.239018
