pt_min	 pt_max	 N_PR	 eN_PR	 N_NP	 eN_NP	 f	 ef	 mu	 emu	 sigma1	 esigma1	 sigma2	 esigma2	 lambda	 elambda	 chi2	 NDF	 f_NP
16	 17	 154710	 202.998	 416836	 1545.5	 0.727452	 0.0135222	 2.7e-05	 0	 0.0173267	 0.000124967	 0.0308979	 0.000449643	 0.35399	 0.00113562	 214.529	 104	 0.117007
17	 18	 148677	 201.46	 428416	 1604.52	 0.726358	 0.0140044	 2.7e-05	 0	 0.0169048	 0.000125689	 0.0300732	 0.000454847	 0.355734	 0.00116552	 213.278	 104	 0.12382
18	 19	 131651	 194.118	 405132	 1556.66	 0.718514	 0.0151267	 2.7e-05	 0	 0.0165072	 0.000131753	 0.0292291	 0.000459345	 0.354781	 0.00120666	 174.993	 104	 0.130802
19	 20	 112553	 181.261	 368815	 1406.69	 0.684788	 0.0171609	 2.7e-05	 0	 0.0158224	 0.000149747	 0.0277292	 0.00042508	 0.354654	 0.00120293	 147.265	 104	 0.137712
20	 22.5	 82785.7	 101.958	 294695	 849.024	 0.716074	 0.0132039	 2.7e-05	 0	 0.0155767	 0.000110418	 0.0276214	 0.000369378	 0.354077	 0.000886805	 255.495	 104	 0.147489
22.5	 25	 52704.2	 82.0607	 208104	 690.283	 0.732452	 0.0147259	 2.7e-05	 0	 0.0149883	 0.000121064	 0.0269166	 0.000429259	 0.357084	 0.00103513	 163.612	 104	 0.160697
25	 27.5	 34547.7	 69.8712	 148740	 564.104	 0.698216	 0.0192055	 2.7e-05	 0	 0.0141085	 0.000155518	 0.024974	 0.000435178	 0.35517	 0.00120871	 152.577	 104	 0.172006
27.5	 30	 23066.1	 56.8012	 107735	 459.559	 0.710453	 0.0215735	 2.7e-05	 0	 0.0137245	 0.000170656	 0.0242989	 0.000487065	 0.353287	 0.00139455	 125.651	 104	 0.183539
30	 32.5	 15962.3	 48.5967	 78135.5	 381.048	 0.700262	 0.0227107	 2.7e-05	 0	 0.0131109	 0.000183365	 0.0234358	 0.000475938	 0.35595	 0.00167933	 94.177	 104	 0.190359
32.5	 35	 11225.1	 40.7218	 56562.3	 325.88	 0.741428	 0.0240906	 2.7e-05	 0	 0.0130342	 0.000192692	 0.0237519	 0.000611995	 0.362538	 0.00202702	 98.1656	 104	 0.195083
35	 37.5	 8037.48	 35.1152	 43215.2	 282.702	 0.709588	 0.024995	 2.7e-05	 0	 0.0122293	 0.000208668	 0.0225216	 0.000528369	 0.355696	 0.00228862	 108.739	 104	 0.204893
37.5	 40	 5855.29	 30.3332	 32471.7	 252.427	 0.756567	 0.0313715	 2.7e-05	 0	 0.0123537	 0.000246644	 0.0227909	 0.000798373	 0.351829	 0.00260022	 136.526	 104	 0.20944
40	 42.5	 4285.63	 25.3461	 24554	 213.879	 0.783966	 0.0361255	 2.7e-05	 0	 0.0124704	 0.000269349	 0.022646	 0.00100365	 0.35016	 0.00296018	 133.991	 104	 0.215088
42.5	 45	 3229.55	 23.2618	 18941	 195.173	 0.78028	 0.0365982	 2.7e-05	 0	 0.0119186	 0.00029051	 0.0223659	 0.00102193	 0.353097	 0.0034678	 89.0666	 104	 0.219221
45	 47.5	 2422.17	 19.8822	 14525.6	 168.822	 0.774003	 0.041678	 2.7e-05	 0	 0.0117116	 0.000328637	 0.0219218	 0.00109749	 0.352707	 0.00396364	 95.397	 104	 0.22288
47.5	 50	 1850.46	 17.7396	 11280.2	 148.371	 0.767394	 0.0440126	 2.7e-05	 0	 0.0114407	 0.000354241	 0.0213892	 0.00107781	 0.35557	 0.004598	 95.9054	 104	 0.22532
50	 55	 1283.96	 10.2638	 8140.91	 87.7033	 0.778709	 0.0346671	 2.7e-05	 0	 0.0111429	 0.000270574	 0.0207341	 0.000824792	 0.349718	 0.00377784	 125.726	 104	 0.232212
55	 60	 809.252	 8.31827	 5015.28	 68.632	 0.741707	 0.0429471	 2.7e-05	 0	 0.01052	 0.000342401	 0.0197385	 0.000846576	 0.364982	 0.00523465	 124.772	 104	 0.228195
60	 70	 434.206	 4.34832	 2818.52	 37.2265	 0.808607	 0.0317984	 2.7e-05	 0	 0.0103838	 0.000258625	 0.0202126	 0.00091046	 0.358129	 0.004817	 97.34	 104	 0.236416
70	 100	 114.613	 1.33619	 760.939	 11.687	 0.818148	 0.0316285	 2.7e-05	 0	 0.00982542	 0.000272867	 0.0201801	 0.00102523	 0.351573	 0.00539735	 112.177	 104	 0.240252
