pt_min	 pt_max	 N_PR	 eN_PR	 N_NP	 eN_NP	 f	 ef	 mu	 emu	 sigma1	 esigma1	 sigma2	 esigma2	 lambda	 elambda	 chi2	 NDF	 f_NP
25	 27.5	 76544.1	 105.705	 332413	 774.818	 0.733808	 0.00885737	 9.6e-06	 0	 0.0126758	 7.17671e-05	 0.0231632	 0.000210933	 0.360168	 0.000844378	 199.38	 104	 0.172684
27.5	 30	 52267.1	 89.1281	 245188	 663.588	 0.728816	 0.00994101	 9.6e-06	 0	 0.012196	 8.07425e-05	 0.022398	 0.000221171	 0.358468	 0.000975119	 151.335	 104	 0.183629
30	 32.5	 36262.9	 75.6237	 178554	 563.024	 0.729452	 0.0110344	 9.6e-06	 0	 0.0118189	 8.96219e-05	 0.0217618	 0.000236614	 0.360944	 0.00116924	 134.347	 104	 0.190969
32.5	 35	 25541.6	 64.7603	 131607	 485.628	 0.738865	 0.0132794	 9.6e-06	 0	 0.0116153	 0.000105235	 0.0212799	 0.000281585	 0.364897	 0.0013831	 130.128	 104	 0.19807
35	 37.5	 18483.3	 55.1535	 99442	 427.83	 0.749419	 0.0143783	 9.6e-06	 0	 0.0113283	 0.000114778	 0.0210681	 0.000319344	 0.36267	 0.00161036	 144.772	 104	 0.204876
37.5	 40	 13585.4	 46.8336	 75172.9	 373.95	 0.780351	 0.0148718	 9.6e-06	 0	 0.0112497	 0.00011899	 0.0213086	 0.000391235	 0.363869	 0.00188972	 171.291	 104	 0.209585
40	 42.5	 10078	 40.9288	 58058.4	 327.956	 0.747575	 0.0177963	 9.6e-06	 0	 0.0108925	 0.000142588	 0.0201837	 0.000368972	 0.356679	 0.00206547	 156.867	 104	 0.215886
42.5	 45	 7607.58	 36.2001	 45250.6	 295.885	 0.779795	 0.0178707	 9.6e-06	 0	 0.0106886	 0.000145617	 0.0205956	 0.000457819	 0.357769	 0.00237715	 120.514	 104	 0.221433
45	 47.5	 5811.92	 31.4333	 34983.4	 259.551	 0.79468	 0.0185183	 9.6e-06	 0	 0.010661	 0.000153748	 0.0208627	 0.000525317	 0.359181	 0.00274663	 97.8465	 104	 0.223328
47.5	 50	 4490.76	 27.7459	 27568	 231.272	 0.805782	 0.0198328	 9.6e-06	 0	 0.0105128	 0.000164431	 0.0205528	 0.000570383	 0.361016	 0.0031474	 128.855	 104	 0.226537
50	 55	 3137.64	 16.9087	 19696.7	 142.047	 0.829463	 0.0169684	 9.6e-06	 0	 0.0104364	 0.000141338	 0.0209697	 0.000598267	 0.360855	 0.00265028	 171.646	 104	 0.230908
55	 60	 1970.6	 13.1894	 12863.6	 112.693	 0.809137	 0.0195503	 9.6e-06	 0	 0.0100463	 0.000160642	 0.0198453	 0.000554764	 0.354838	 0.00321114	 91.8213	 104	 0.237686
60	 65	 1300.13	 10.8399	 8499.04	 92.6196	 0.836983	 0.0212769	 9.6e-06	 0	 0.00986621	 0.000180631	 0.0200679	 0.000743239	 0.358148	 0.00409125	 105.427	 104	 0.238067
65	 70	 870.812	 9.86737	 5849.68	 81.7135	 0.737069	 0.0419042	 9.6e-06	 0	 0.00889905	 0.00032436	 0.0170894	 0.000684734	 0.357928	 0.00497015	 130.731	 104	 0.242524
70	 75	 606.493	 7.34636	 4060.06	 64.2758	 0.826786	 0.0252345	 9.6e-06	 0	 0.00914015	 0.000219179	 0.0190697	 0.000801998	 0.359231	 0.00595635	 93.9075	 104	 0.242224
75	 80	 422.047	 6.51087	 2882.42	 56.8078	 0.825657	 0.0405162	 9.6e-06	 0	 0.00911403	 0.000325364	 0.0183858	 0.00116717	 0.348528	 0.00691032	 107.802	 104	 0.244995
80	 90	 258.711	 3.69154	 1815.1	 33.0752	 0.799269	 0.0366887	 9.6e-06	 0	 0.0085411	 0.000300951	 0.0174656	 0.000863141	 0.349687	 0.00628227	 139.367	 104	 0.249712
90	 100	 138.474	 2.51886	 988.139	 23.0385	 0.850617	 0.0316699	 9.6e-06	 0	 0.00868377	 0.000276028	 0.0187104	 0.00114966	 0.343675	 0.00803906	 123.682	 104	 0.253258
100	 120	 64.9115	 1.28092	 459.007	 11.6166	 0.857055	 0.0321327	 9.6e-06	 0	 0.00844364	 0.000291756	 0.0187284	 0.00128619	 0.324559	 0.00782697	 99.9366	 104	 0.251268
